Domain,Area,Element,Item,Year,Unit,Value
"Forestry Production and Trade","Africa","Production","Sawnwood","2020","m3","10832485"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1961","m3","207000"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1962","m3","252700"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1963","m3","310700"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1964","m3","338700"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1965","m3","369200"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1966","m3","372016"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1967","m3","406263"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1968","m3","423463"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1969","m3","529993"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1970","m3","608805"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1971","m3","752084"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1972","m3","899678"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1973","m3","860851"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1974","m3","820868"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1975","m3","798805"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1976","m3","833774"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1977","m3","845674"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1978","m3","863374"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1979","m3","945774"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1980","m3","1012265"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1981","m3","1012612"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1982","m3","1114097"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1983","m3","1151223"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1984","m3","1182273"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1985","m3","1241973"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1986","m3","1158188"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1987","m3","1179903"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1988","m3","1201323"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1989","m3","1129923"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1990","m3","1040900"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1991","m3","1019300"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1992","m3","1088500"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1993","m3","863860"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1994","m3","1183160"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1995","m3","1286260"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1996","m3","1275560"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1997","m3","1421860"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1998","m3","1384660"
"Forestry Production and Trade","Africa","Production","Wood-based panels","1999","m3","1388160"
"Forestry Production and Trade","Africa","Production","Wood-based panels","2000","m3","1334868"
"Forestry Production and Trade","Africa","Production","Wood-based panels","2001","m3","1791850"
"Forestry Production and Trade","Africa","Production","Wood-based panels","2002","m3","1897604"
"Forestry Production and Trade","Africa","Production","Wood-based panels","2003","m3","1835962"
"Forestry Production and Trade","Africa","Production","Wood-based panels","2004","m3","1848378"
"Forestry Production and Trade","Africa","Production","Wood-based panels","2005","m3","1532552"
"Forestry Production and Trade","Africa","Production","Wood-based panels","2006","m3","1712293"
"Forestry Production and Trade","Africa","Production","Wood-based panels","2007","m3","1813392"
"Forestry Production and Trade","Africa","Production","Wood-based panels","2008","m3","2025172"
"Forestry Production and Trade","Africa","Production","Wood-based panels","2009","m3","1621666"
"Forestry Production and Trade","Africa","Production","Wood-based panels","2010","m3","1525003"
"Forestry Production and Trade","Africa","Production","Wood-based panels","2011","m3","1567713"
"Forestry Production and Trade","Africa","Production","Wood-based panels","2012","m3","1951463"
"Forestry Production and Trade","Africa","Production","Wood-based panels","2013","m3","1921952"
"Forestry Production and Trade","Africa","Production","Wood-based panels","2014","m3","2172515"
"Forestry Production and Trade","Africa","Production","Wood-based panels","2015","m3","2395857"
"Forestry Production and Trade","Africa","Production","Wood-based panels","2016","m3","2788872"
"Forestry Production and Trade","Africa","Production","Wood-based panels","2017","m3","2773224"
"Forestry Production and Trade","Africa","Production","Wood-based panels","2018","m3","2786469"
"Forestry Production and Trade","Africa","Production","Wood-based panels","2019","m3","2841869"
"Forestry Production and Trade","Africa","Production","Wood-based panels","2020","m3","2800900"
"Forestry Production and Trade","Africa","Production","Fibreboard","1961","m3","68000"
"Forestry Production and Trade","Africa","Production","Fibreboard","1962","m3","70000"
"Forestry Production and Trade","Africa","Production","Fibreboard","1963","m3","80000"
"Forestry Production and Trade","Africa","Production","Fibreboard","1964","m3","94000"
"Forestry Production and Trade","Africa","Production","Fibreboard","1965","m3","77000"
"Forestry Production and Trade","Africa","Production","Fibreboard","1966","m3","107816"
"Forestry Production and Trade","Africa","Production","Fibreboard","1967","m3","110763"
"Forestry Production and Trade","Africa","Production","Fibreboard","1968","m3","110763"
"Forestry Production and Trade","Africa","Production","Fibreboard","1969","m3","125293"
"Forestry Production and Trade","Africa","Production","Fibreboard","1970","m3","133505"
"Forestry Production and Trade","Africa","Production","Fibreboard","1971","m3","162884"
"Forestry Production and Trade","Africa","Production","Fibreboard","1972","m3","194578"
"Forestry Production and Trade","Africa","Production","Fibreboard","1973","m3","164251"
"Forestry Production and Trade","Africa","Production","Fibreboard","1974","m3","166568"
"Forestry Production and Trade","Africa","Production","Fibreboard","1975","m3","172305"
"Forestry Production and Trade","Africa","Production","Fibreboard","1976","m3","173674"
"Forestry Production and Trade","Africa","Production","Fibreboard","1977","m3","107974"
"Forestry Production and Trade","Africa","Production","Fibreboard","1978","m3","86174"
"Forestry Production and Trade","Africa","Production","Fibreboard","1979","m3","86674"
"Forestry Production and Trade","Africa","Production","Fibreboard","1980","m3","99974"
"Forestry Production and Trade","Africa","Production","Fibreboard","1981","m3","100074"
"Forestry Production and Trade","Africa","Production","Fibreboard","1982","m3","119074"
"Forestry Production and Trade","Africa","Production","Fibreboard","1983","m3","118900"
"Forestry Production and Trade","Africa","Production","Fibreboard","1984","m3","122000"
"Forestry Production and Trade","Africa","Production","Fibreboard","1985","m3","122500"
"Forestry Production and Trade","Africa","Production","Fibreboard","1986","m3","119300"
"Forestry Production and Trade","Africa","Production","Fibreboard","1987","m3","125000"
"Forestry Production and Trade","Africa","Production","Fibreboard","1988","m3","133500"
"Forestry Production and Trade","Africa","Production","Fibreboard","1989","m3","134500"
"Forestry Production and Trade","Africa","Production","Fibreboard","1990","m3","92800"
"Forestry Production and Trade","Africa","Production","Fibreboard","1991","m3","91200"
"Forestry Production and Trade","Africa","Production","Fibreboard","1992","m3","96700"
"Forestry Production and Trade","Africa","Production","Fibreboard","1993","m3","97200"
"Forestry Production and Trade","Africa","Production","Fibreboard","1994","m3","72700"
"Forestry Production and Trade","Africa","Production","Fibreboard","1995","m3","77700"
"Forestry Production and Trade","Africa","Production","Fibreboard","1996","m3","78200"
"Forestry Production and Trade","Africa","Production","Fibreboard","1997","m3","96200"
"Forestry Production and Trade","Africa","Production","Fibreboard","1998","m3","226200"
"Forestry Production and Trade","Africa","Production","Fibreboard","1999","m3","230200"
"Forestry Production and Trade","Africa","Production","Fibreboard","2000","m3","230400"
"Forestry Production and Trade","Africa","Production","Fibreboard","2001","m3","232000"
"Forestry Production and Trade","Africa","Production","Fibreboard","2002","m3","229300"
"Forestry Production and Trade","Africa","Production","Fibreboard","2003","m3","202400"
"Forestry Production and Trade","Africa","Production","Fibreboard","2004","m3","259500"
"Forestry Production and Trade","Africa","Production","Fibreboard","2005","m3","210300"
"Forestry Production and Trade","Africa","Production","Fibreboard","2006","m3","207900"
"Forestry Production and Trade","Africa","Production","Fibreboard","2007","m3","201241"
"Forestry Production and Trade","Africa","Production","Fibreboard","2008","m3","198015"
"Forestry Production and Trade","Africa","Production","Fibreboard","2009","m3","177415"
"Forestry Production and Trade","Africa","Production","Fibreboard","2010","m3","162742"
